iter	RMSE
236	0.4831521813
237	0.482915754
238	0.4825827475
239	0.482290423
240	0.4819267675
241	0.4817432986
242	0.4812550317
243	0.4809163733
244	0.4806963584
245	0.4802529647
246	0.4798850908
247	0.4794869122
248	0.4790590664
249	0.4787354605
250	0.4783503921
251	0.4781252806
252	0.4778103794
253	0.4775781784
254	0.4773071513
255	0.4770426268
256	0.4768159604
257	0.4764896773
258	0.4761737976
259	0.4757792918
260	0.4754722097
261	0.4751884328
262	0.4748615379
263	0.4744963107
264	0.4742374743
265	0.4740908903
266	0.4735773963
267	0.4732371601
268	0.4727653496
269	0.4724905653
270	0.4721276434
271	0.4718569477
272	0.471517413
273	0.471257493
274	0.4708960265
275	0.470693438
276	0.4704648754
277	0.4701946367
278	0.4699909859
279	0.4697533351
280	0.469565692
281	0.4690230476
282	0.468823193
283	0.4686420394
284	0.4683408743
285	0.4680237467
286	0.4677738836
287	0.4675345589
288	0.4671492155
289	0.4668367101
290	0.4666364337
291	0.4664500365
292	0.4662185177
293	0.4659946051
294	0.4657428362
295	0.465528445
296	0.4652412093
297	0.4648244318
298	0.464645045
299	0.4643469519
300	0.4641227066
301	0.4638967318
302	0.4635954021
303	0.4633690449
304	0.4632420533
305	0.4629754043
306	0.4627806721
307	0.4624030085
308	0.462183081
309	0.4619106127
310	0.4617280155
311	0.4615376413
312	0.4613799024
313	0.4611132065
314	0.4610126696
315	0.4607900361
316	0.460502881
317	0.4602779546
318	0.4601337339
319	0.4599126918
320	0.459582311
321	0.4593753789
322	0.4591216671
323	0.4589210639
324	0.4586915269
325	0.458442369
326	0.4582975098
327	0.4581562992
328	0.457984671
329	0.4577349267
330	0.4575530501
331	0.4573594844
332	0.4571580457
333	0.4569957389
334	0.4565770179
335	0.4563550755
336	0.4561711589
337	0.4559729061
338	0.4558205804
339	0.4557314194
340	0.4553731488
341	0.4551983175
342	0.4549568348
343	0.4548133956
344	0.4547243073
345	0.4545783557
346	0.4544939911
347	0.4543453282
348	0.4541061405
349	0.4539053043
350	0.4537686243
351	0.4536125588
352	0.453483629
353	0.4533704652
354	0.4531752001
355	0.4529783968
356	0.4527213761
357	0.4526242914
358	0.4525384723
359	0.4523206004
360	0.4521755241
361	0.4519852899
362	0.4517879151
363	0.4516439195
364	0.451343936
365	0.4511355594
366	0.4509823963
367	0.4508200859
368	0.4507113152
369	0.4506411196
370	0.450396537
371	0.4501564276
372	0.4500322607
373	0.4499565159
374	0.4498124423
375	0.4496585592
376	0.4494451561
377	0.4491952188
378	0.449031264
379	0.4488755232
380	0.4486702629
381	0.4483975574
382	0.4482151981
383	0.4480124663
384	0.4478791312
385	0.4477367138
386	0.4475485897
387	0.4472782672
388	0.4470633537
389	0.4469181266
390	0.4468176208
391	0.4467877396
392	0.4465742616
393	0.4464380232
394	0.4463537745
395	0.4463233951
396	0.4462626773
397	0.4460661095
398	0.445941355
399	0.4458124692
400	0.4455864336
401	0.4454291619
402	0.4453150863
403	0.4452357741
404	0.4450659843
405	0.4449329903
406	0.4448232109
407	0.4445610855
408	0.4444631645
409	0.4443949421
410	0.4442455048
411	0.4441003657
412	0.4439340832
413	0.4437478477
414	0.4434837969
415	0.4434052884
416	0.4431704336
417	0.4429903477
418	0.4427952845
419	0.4426456068
420	0.4425760197
421	0.442487071
422	0.4423200928
423	0.4421762494
424	0.4419426501
425	0.4417628561
426	0.4415857007
427	0.4414756883
428	0.4412723076
429	0.4412007426
430	0.4411039981
431	0.44102156
432	0.4409496383
433	0.4408205714
434	0.4406756236
435	0.440440711
436	0.4402815219
437	0.4400714667
438	0.4400210705
439	0.4399030956
440	0.4397968157
441	0.4397183865
442	0.4395869585
443	0.4394221285
444	0.4392286638
445	0.4391340801
446	0.4390641006
447	0.4388645071
448	0.4387113131
449	0.4385975833
450	0.4384914115
451	0.4384484412
452	0.4383835049
453	0.4382849923
454	0.4381853087
455	0.4380896743
456	0.4379619446
457	0.4378980315
458	0.4377792935
459	0.4376759218
460	0.4375835369
461	0.4374383795
462	0.4373130473
463	0.4372513128
464	0.4372000213
465	0.4370086282
466	0.4368655189
467	0.4367427604
468	0.4364740839
469	0.4363746734
470	0.4362654212
471	0.4362052248
472	0.4361427526
473	0.4359924809
474	0.4358697827
475	0.4357423493
476	0.4356837253
477	0.4355894683
478	0.4355112285
479	0.4354715568
480	0.4353790302
481	0.4351605259
482	0.4349780383
483	0.4347960766
484	0.4347084785
485	0.4346319315
486	0.4344948372
487	0.4343856031
488	0.434198466
489	0.4341415183
490	0.4340581718
491	0.433968546
492	0.4339037963
493	0.4337773183
494	0.4336301619
495	0.4335620645
496	0.4334777921
497	0.4333558453
498	0.4332777874
499	0.433224095
500	0.4330822031
501	0.4329631602
502	0.4328409914
503	0.4326987502
504	0.4325908393
505	0.4324092556
506	0.4323276203
507	0.4322514314
508	0.4321680083
509	0.432087367
510	0.4320347181
511	0.4319633793
512	0.4318409942
513	0.4317469862
514	0.4316928863
515	0.4316208053
516	0.4315728952
517	0.431494892
518	0.4313955929
519	0.4313147695
520	0.431182816
521	0.4310771604
522	0.4310225119
523	0.4309639545
524	0.4308935387
525	0.4308229081
526	0.4306964933
527	0.4305911169
528	0.4304948273
529	0.4303748348
530	0.4302580111
531	0.4301676547
532	0.4301050907
533	0.4299545462
534	0.4298517415
535	0.4297906799
536	0.4297149265
537	0.4295489016
538	0.4294448134
539	0.4293663649
540	0.4292842853
541	0.4292583979
542	0.4291730341
543	0.4290563838
544	0.4289947991
545	0.428928347
546	0.4288810933
547	0.4287625245
548	0.4286727649
549	0.4285698064
550	0.4285110045
551	0.4284647983
552	0.4283486831
553	0.4282904982
554	0.428145333
555	0.4280692861
556	0.4279656863
557	0.4278971781
558	0.4278469336
559	0.4277759628
560	0.4277032916
561	0.4276434959
562	0.4276093102
563	0.4275398434
564	0.4274498007
565	0.4273744952
566	0.4272943911
567	0.4271270684
568	0.4271130456
569	0.4270654369
570	0.4269558964
571	0.4268708956
572	0.4267679559
573	0.4267260521
574	0.4266916374
575	0.4265890541
576	0.426523526
577	0.4264074465
578	0.4263662749
579	0.4263106622
580	0.4262816118
581	0.4262068476
582	0.4261985677
583	0.4261387974
584	0.4261073614
585	0.4260205405
586	0.4259500807
587	0.4258601644
588	0.4257657283
589	0.4256809132
590	0.4256401861
591	0.4255488294
592	0.4254888316
593	0.4253706698
594	0.4253196298
595	0.4252457068
596	0.4251780348
597	0.4250998957
598	0.4250201867
599	0.4249879579
600	0.4249487282
601	0.4249120895
602	0.4248296755
603	0.4247800055
604	0.424665729
605	0.4245864913
606	0.4244828119
607	0.4243993567
608	0.4242954449
609	0.4242516239
610	0.4242038164
611	0.4240646574
612	0.4240059859
613	0.4239451732
614	0.4238737681
615	0.4237967365
616	0.4237012225
617	0.4236608869
618	0.4235335528
619	0.4234416875
620	0.4234398744
621	0.4233892516
622	0.4232768635
623	0.4232418709
624	0.4231683431
625	0.4230436349
626	0.4229003209
627	0.4228448774
628	0.4228250769
629	0.422736201
630	0.4226632464
631	0.422619413
632	0.4225206877
633	0.4224286281
634	0.4223816741
635	0.4223427589
636	0.4222688234
637	0.4221735105
638	0.4221718668
639	0.4221039251
640	0.4220394441
641	0.4219986669
642	0.4219164497
643	0.4218254378
644	0.4217495179
645	0.4216845879
646	0.4215876964
647	0.4215392426
648	0.4214666989
649	0.4214108415
650	0.421339663
651	0.4213047563
652	0.4212381988
653	0.4211854925
654	0.4210719336
655	0.420972482
656	0.4209301918
657	0.4208854515
658	0.4208215033
659	0.420746656
660	0.4206734749
661	0.4205795791
662	0.4205106484
663	0.4204514988
664	0.4204265944
665	0.4203408783
666	0.4202809289
667	0.4202063254
668	0.4201825213
669	0.4201583269
670	0.4200850419
671	0.420001644
672	0.4199490684
673	0.419889337
674	0.4198479281
675	0.4197798698
676	0.4197147537
677	0.4197103495
678	0.4196707684
679	0.419581327
680	0.4195606565
681	0.419502901
682	0.4194449589
683	0.4194225325
684	0.419362914
685	0.4193265953
686	0.4192620157
687	0.4192140656
688	0.4191808882
689	0.4191218615
690	0.4190927263
691	0.4190499798
692	0.4189766242
693	0.4189112298
694	0.4188366228
695	0.4187828951
696	0.4187204463
697	0.41867278
698	0.4185941356
699	0.4185362927
700	0.4184446958
701	0.4184028838
702	0.4183393282
703	0.41829232
704	0.4181599076
705	0.4180308903
706	0.4179491701
707	0.4179010484
708	0.4178701317
709	0.4178208894
710	0.4177602086
711	0.4176295933
712	0.4175856692
713	0.4175612964
714	0.417496347
715	0.4174317214
716	0.4173551746
717	0.4172824945
718	0.4171980216
719	0.417158611
720	0.4170840738
721	0.4170261558
722	0.4169856863
723	0.4169627517
724	0.4169095928
725	0.4168501397
726	0.4168154545
727	0.4167461313
728	0.4167178127
729	0.416686993
730	0.4166539261
731	0.4166088836
732	0.4165401636
733	0.4164945881
734	0.4164301593
735	0.4163736121
736	0.4163227847
737	0.4162795151
738	0.4162427842
739	0.4161641375
740	0.4160931563
741	0.4160372518
742	0.4159612192
743	0.4159106026
744	0.4158514109
745	0.4157785787
746	0.4157016149
747	0.415669698
748	0.4156304422
749	0.4156150889
750	0.4155704697
751	0.4155442238
752	0.4155152707
753	0.4154750914
754	0.4154397418
755	0.4153953571
756	0.415334378
757	0.4152466775
758	0.415179354
759	0.4151061696
760	0.4150614144
761	0.4150101133
762	0.4149646781
763	0.4148994065
764	0.4148409702
765	0.4147898398
766	0.4147340766
767	0.414685067
768	0.4146235436
769	0.4145863699
770	0.414556634
771	0.4145304642
772	0.4144984676
773	0.4144178932
774	0.4143715611
775	0.4143103194
776	0.4142650959
777	0.4142182647
778	0.4141983821
779	0.4141413174
780	0.4140955681
781	0.4140109764
782	0.4139208759
783	0.4138726256
784	0.4138584284
785	0.4138005821
786	0.4137441547
787	0.4136976053
788	0.413637686
789	0.41357383
790	0.4135624154
791	0.413513205
792	0.4134726494
793	0.4134232928
794	0.4133637621
795	0.4133434621
796	0.4133091933
797	0.4132655232
798	0.4131989077
799	0.4131528781
800	0.4131330089
801	0.4130895176
802	0.4130309722
803	0.4129977301
804	0.4129461274
805	0.412913627
806	0.4128696597
807	0.4128135872
808	0.4127622989
809	0.4127195275
810	0.41262693
811	0.4125863795
812	0.4125695314
813	0.4125257482
814	0.4124857553
815	0.4124149225
816	0.412369256
817	0.4123360258
818	0.4123193117
819	0.412267768
820	0.4122078086
821	0.4121650553
822	0.4121319459
823	0.4120906335
824	0.4120482894
825	0.4120259943
826	0.4119659966
827	0.4119269847
828	0.411894453
829	0.4118432593
830	0.4118062714
831	0.411753353
832	0.4116697577
833	0.4116323679
834	0.4116247647
835	0.4115984638
836	0.4115374394
837	0.4114751543
838	0.4114502283
839	0.4114175189
840	0.4114094642
841	0.4113669524
842	0.4113407671
843	0.4112885119
844	0.4112404564
845	0.4112022075
846	0.4111432451
847	0.4111195893
848	0.4110619244
849	0.411029434
850	0.4109938157
851	0.4109567126
852	0.4109202116
853	0.4108793914
854	0.4108492273
855	0.4108166211
856	0.4107807117
857	0.410708836
858	0.4106550832
859	0.4106227191
860	0.4105608161
861	0.4105197922
862	0.4104660028
863	0.4104161285
864	0.4103880883
865	0.4103505035
866	0.4103023791
867	0.4102293282
868	0.4101951316
869	0.4101601853
870	0.4101137488
871	0.4100562847
872	0.4100189049
873	0.4099629637
874	0.4099306043
875	0.409915224
876	0.4098367537
877	0.4098272164
878	0.4097838654
879	0.4097543182
880	0.4097155069
881	0.409679594
882	0.4096594567
883	0.4096194598
884	0.4096062703
885	0.409587718
886	0.4095161901
887	0.4094951938
888	0.4094381125
889	0.4093813339
890	0.4093471407
891	0.409339853
892	0.409305979
893	0.4092724368
894	0.4092058933
895	0.4091661952
896	0.409114643
897	0.4090653367
898	0.4090340986
899	0.4089792249
900	0.4089106175
901	0.4088788718
902	0.4088411729
903	0.4087902804
904	0.4087646013
905	0.4087450819
906	0.4086767875
907	0.4086635446
908	0.4086285317
909	0.4085994516
910	0.4085834854
911	0.4085446833
912	0.4084969293
913	0.4084503636
914	0.4083990688
915	0.4083644909
916	0.4083151778
917	0.4082655636
918	0.4082358611
919	0.4082046409
920	0.408170034
921	0.4081443731
922	0.4081291677
923	0.4080864576
924	0.408075253
925	0.4080672649
926	0.4080337295
927	0.4079915036
928	0.407953346
929	0.4079412168
930	0.4079280607
931	0.4078935017
932	0.4078418403
933	0.4078173115
934	0.4077923668
935	0.4077636349
936	0.4077330856
937	0.4076914375
938	0.4076721329
939	0.4076362522
940	0.4076114805
941	0.4075939627
942	0.4075559297
943	0.407506151
944	0.4074731139
945	0.4074521481
946	0.4074350336
947	0.4074140469
948	0.4073810063
949	0.4073637146
950	0.4073336264
951	0.4073015
952	0.4072949956
953	0.4072676609
954	0.407200033
955	0.4071894285
956	0.4071508279
957	0.4071219097
958	0.4070897457
959	0.4070607753
960	0.4070316628
961	0.4070148611
962	0.4069429432
963	0.4069128837
964	0.4068660775
965	0.4067959612
966	0.406775812
967	0.4067696717
968	0.4067451092
969	0.4066842237
970	0.4066165298
971	0.4066069694
972	0.4065928915
973	0.4065269147
974	0.4064689635
975	0.4064507783
976	0.4063952427
977	0.4063851804
978	0.406342205
979	0.4063245095
980	0.4062990434
981	0.4062754249
982	0.4062064678
983	0.4061751559
984	0.4061510034
985	0.406109563
986	0.406100348
987	0.4060786073
988	0.4060554079
989	0.4060285612
990	0.4060087001
991	0.4060040635
992	0.4059812647
993	0.4059561418
994	0.4059202597
995	0.4059081124
996	0.4058820192
997	0.4058486516
998	0.4058211005
999	0.4058110938
1000	0.4057835518
1001	0.4057230446
1002	0.4056880939
1003	0.4056782268
1004	0.4056630583
1005	0.4056250197
1006	0.4056108184
1007	0.4055571279
1008	0.405533213
1009	0.4054717935
1010	0.4054512732
1011	0.4054259695
1012	0.4054132231
1013	0.4053934753
1014	0.4053710797
1015	0.4053532745
1016	0.4053297647
1017	0.4052929688
1018	0.4052686652
1019	0.40526408
1020	0.4052200482
1021	0.4051791339
1022	0.4051256026
1023	0.4051019782
1024	0.4050455063
1025	0.4050174665
1026	0.4049877495
1027	0.4049627781
1028	0.4049032122
1029	0.4048771251
1030	0.404862638
1031	0.4048410946
1032	0.4047899189
1033	0.4047419296
1034	0.4047133925
1035	0.40468197
1036	0.4046645105
1037	0.4046458693
1038	0.4046390435
1039	0.4046160096
1040	0.4045928352
1041	0.4045257356
1042	0.4045106798
1043	0.4044558807
1044	0.4044237501
1045	0.4044098609
1046	0.4043821164
1047	0.4043739358
1048	0.4043533963
1049	0.4043317069
1050	0.4042969106
1051	0.4042638861
1052	0.4042124333
1053	0.4041716467
1054	0.4041517653
1055	0.4041215716
1056	0.4041033211
1057	0.4040693858
1058	0.404044498
1059	0.4040098251
1060	0.40398906
1061	0.4039706008
1062	0.4039574136
1063	0.4039137252
1064	0.4038968263
1065	0.4038642879
1066	0.4038417457
1067	0.4038027302
1068	0.4037920736
1069	0.4037541898
1070	0.403731034
1071	0.4037020747
1072	0.403672355
1073	0.403640556
1074	0.4036133313
1075	0.4035992179
1076	0.4035593072
1077	0.403541448
1078	0.4035121532
1079	0.4034600596
1080	0.4034348863
1081	0.4034114211
1082	0.4033880695
1083	0.4033410471
1084	0.4033085561
1085	0.4033009746
1086	0.4032544822
1087	0.4032264563
1088	0.4031933853
1089	0.4031751167
1090	0.4031338632
1091	0.4031099574
1092	0.4030922048
1093	0.4030677451
1094	0.4030430772
1095	0.4030003418
1096	0.402970643
1097	0.4029382667
1098	0.4028955608
1099	0.4028783881
1100	0.4028571402
1101	0.4028221338
1102	0.4027917582
1103	0.4027690214
1104	0.402732706
1105	0.4027130882
1106	0.402702643
1107	0.4026674092
1108	0.4026494603
1109	0.4026226877
1110	0.4025995192
1111	0.4025807515
1112	0.4025658154
1113	0.4025267823
1114	0.4025144502
1115	0.4024664039
1116	0.4024431175
1117	0.4024311753
1118	0.402409731
1119	0.4023762636
1120	0.4023518737
1121	0.4023148101
1122	0.4023047008
1123	0.4022766552
1124	0.4022519348
1125	0.4022487527
1126	0.4022418358
1127	0.4022256602
1128	0.4022116812
1129	0.4022008886
1130	0.4021609837
1131	0.402155196
1132	0.4021260752
1133	0.4020875568
1134	0.402068226
1135	0.402037126
1136	0.4020209987
1137	0.4020100621
1138	0.4019701707
1139	0.4019535284
1140	0.4019326435
1141	0.4019100081
1142	0.4018717989
1143	0.401858184
1144	0.4018568323
1145	0.4018153799
1146	0.4018049641
1147	0.401768757
1148	0.4017261174
1149	0.4016962951
1150	0.4016696862
1151	0.4016319647
1152	0.401611302
1153	0.4015864851
1154	0.4015675052
1155	0.401549211
1156	0.4015026876
1157	0.4014874557
1158	0.4014683448
1159	0.4014404642
1160	0.4014140536
1161	0.4014036086
1162	0.4013650839
1163	0.4013225127
1164	0.4013000855
1165	0.4012810713
1166	0.4012577089
1167	0.4012332319
1168	0.4012033816
1169	0.4011940967
1170	0.4011565042
1171	0.4011421601
1172	0.4011165075
1173	0.4011004553
1174	0.4010865676
1175	0.401075173
1176	0.4010600287
1177	0.4010284749
1178	0.4009941748
1179	0.4009474782
1180	0.4009034149
1181	0.4008838106
1182	0.40086846
1183	0.4008459502
1184	0.4008262237
1185	0.4007967168
1186	0.4007711296
1187	0.4007518324
1188	0.4007277395
1189	0.4007006117
1190	0.4006601283
1191	0.4006456796
1192	0.4006112133
1193	0.4005983366
1194	0.4005834852
1195	0.4005624966
1196	0.4005322401
1197	0.4004957966
1198	0.4004778514
1199	0.4004398666
1200	0.4004009109
1201	0.4003916551
1202	0.4003619664
1203	0.400328125
1204	0.4003028009
1205	0.4002913814
1206	0.4002801442
1207	0.4002454759
1208	0.4002204008
1209	0.4001889121
1210	0.4001637653
1211	0.4001264723
1212	0.4000882965
1213	0.4000475693
1214	0.4000171579
1215	0.3999933867
1216	0.3999774607
1217	0.3999388484
1218	0.3999055385
1219	0.3998928264
1220	0.3998809395
1221	0.3998414963
1222	0.3998259557
1223	0.3997976807
1224	0.3997526649
1225	0.399712945
1226	0.3996879673
1227	0.3996720976
1228	0.3996566802
1229	0.399648039
1230	0.3996294263
1231	0.399607386
1232	0.3995887898
1233	0.3995661546
1234	0.3995512969
1235	0.3995325209
1236	0.3995195281
1237	0.3994953151
1238	0.3994636655
1239	0.3994560815
1240	0.399435846
1241	0.3994054086
1242	0.3993701229
1243	0.399325384
1244	0.3993031012
1245	0.3992856789
1246	0.3992749444
1247	0.3992455173
1248	0.3992252775
1249	0.3992005865
1250	0.399169832
1251	0.3991635299
1252	0.3991413203
1253	0.3991234141
1254	0.3991112271
1255	0.3990831689
1256	0.3990449752
1257	0.3990268207
1258	0.3990055242
1259	0.3989918876
1260	0.3989688802
1261	0.3989471892
1262	0.3989152027
1263	0.3989028678
1264	0.3988856307
1265	0.3988731365
1266	0.3988320387
1267	0.3988008839
1268	0.3987792965
1269	0.3987341497
1270	0.3986857643
1271	0.3986475297
1272	0.3986388552
1273	0.3986086209
1274	0.3985781962
1275	0.3985385256
1276	0.3985103401
1277	0.3984920098
1278	0.3984610566
1279	0.3984485732
1280	0.3984403655
1281	0.3984316366
1282	0.3983617156
1283	0.398342751
1284	0.3983239792
1285	0.3983058243
1286	0.3982819959
1287	0.3982715008
1288	0.3982488855
1289	0.3982183695
1290	0.3981906414
1291	0.3981574554
1292	0.3981161549
1293	0.3980992456
1294	0.3980628028
1295	0.3980491636
1296	0.3980256222
1297	0.3980136243
1298	0.3979838699
1299	0.3979708264
1300	0.3979527864
1301	0.3979258644
1302	0.3979157876
1303	0.3978875644
1304	0.3978426458
1305	0.397830716
1306	0.3978101189
1307	0.3977839759
1308	0.3977700809
1309	0.3977571283
1310	0.3977283308
1311	0.3977128931
1312	0.3977009851
1313	0.3976630201
1314	0.397661671
1315	0.3976271875
1316	0.397626138
1317	0.3976107835
1318	0.3976019335
1319	0.3975809282
1320	0.3975580039
1321	0.3975505331
1322	0.3975285505
1323	0.397509779
1324	0.3974955691
1325	0.3974701833
1326	0.3974375795
1327	0.3974187597
1328	0.3974174523
1329	0.3973955042
1330	0.3973813764
1331	0.397374841
1332	0.3973460366
1333	0.3973362471
1334	0.3973131236
1335	0.3972994401
1336	0.3972643982
1337	0.3972444058
1338	0.3972268401
1339	0.3972097373
1340	0.3971840923
1341	0.3971623648
1342	0.3971505265
1343	0.397130869
1344	0.397121245
1345	0.397097597
1346	0.397028242
1347	0.397007522
1348	0.39696993
1349	0.3969441793
1350	0.3969166277
1351	0.396886455
1352	0.3968779213
1353	0.3968618123
1354	0.3968354542
1355	0.3968323198
1356	0.3968133236
1357	0.396787155
1358	0.3967509775
1359	0.3967121425
1360	0.396699161
1361	0.3966829802
1362	0.39665892
1363	0.3966440274
1364	0.3966324812
1365	0.3966019996
1366	0.3965735402
1367	0.3965533635
1368	0.3965338088
1369	0.3964803888
1370	0.3964732665
1371	0.3964667602
1372	0.396457656
1373	0.3964463721
1374	0.3964168018
1375	0.3964035242
1376	0.3963647158
1377	0.3963350759
1378	0.3963090694
1379	0.3962876797
1380	0.3962687605
1381	0.3962550597
1382	0.3962453022
1383	0.396214418
1384	0.3962044392
1385	0.3961727278
1386	0.3961627592
1387	0.3961292726
1388	0.396112655
1389	0.3960720636
1390	0.3960423097
1391	0.396029411
1392	0.3960110787
1393	0.3959781462
1394	0.3959541745
1395	0.3959349315
1396	0.3959256264
1397	0.3958872331
1398	0.3958612983
1399	0.3958426004
1400	0.3958419305
1401	0.3958274213
1402	0.3958039005
1403	0.3957910307
1404	0.3957668793
1405	0.3957388179
1406	0.3956945334
1407	0.3956792256
1408	0.3956703635
1409	0.3956576437
1410	0.3956387046
1411	0.3956173023
1412	0.3955980777
1413	0.3955877391
1414	0.3955728933
1415	0.3955615571
1416	0.3955547569
1417	0.3955318035
1418	0.3955037564
1419	0.3954748989
1420	0.3954668449
1421	0.395438641
1422	0.3954064512
1423	0.3953968222
1424	0.3953802948
1425	0.3953567143
1426	0.3953482703
1427	0.3953301185
1428	0.3953234795
1429	0.3952994358
1430	0.3952682842
1431	0.3952461621
1432	0.3952220243
1433	0.3952003322
1434	0.3951845871
1435	0.3951616087
1436	0.3951306473
1437	0.395097958
1438	0.3950796943
1439	0.3950611797
1440	0.3950465172
1441	0.3950087256
1442	0.3950011999
1443	0.3949622431
1444	0.3949483026
1445	0.3949386448
1446	0.3949157909
1447	0.3949024698
1448	0.3948952899
1449	0.3948745114
1450	0.3948518218
1451	0.3948350053
1452	0.3948039471
1453	0.3947763636
1454	0.3947592524
1455	0.394707457
1456	0.3947004098
1457	0.3946305036
1458	0.39462126
1459	0.3945969005
1460	0.3945807603
1461	0.3945551368
1462	0.3945377712
1463	0.3945303837
1464	0.3945019814
1465	0.3944902139
1466	0.3944622011
1467	0.3944527092
1468	0.3944389527
1469	0.3944263678
1470	0.3944051659
1471	0.3943747765
1472	0.3943592624
1473	0.394337523
1474	0.3943299233
1475	0.3942957031
1476	0.3942756673
1477	0.3942524001
1478	0.3942438125
1479	0.3942339543
1480	0.3942229289
1481	0.3941932511
1482	0.3941574192
1483	0.394148545
1484	0.3941167193
1485	0.3941005963
1486	0.3940925103
1487	0.394080448
1488	0.394071047
1489	0.3940586439
1490	0.3940502741
1491	0.3940381708
1492	0.3940176557
1493	0.3939958515
1494	0.3939650651
1495	0.3939451777
1496	0.3939312537
1497	0.3939112483
1498	0.3938996586
1499	0.393880615
