iter	Passed	Remaining
137	2136	462398
138	2151	462189
139	2165	461939
140	2181	462042
141	2197	462126
142	2213	462243
143	2230	462447
144	2243	462027
145	2261	462440
146	2276	462287
147	2291	462122
148	2306	462036
149	2320	461687
150	2334	461555
151	2350	461535
152	2364	461236
153	2380	461387
154	2398	461767
155	2412	461460
156	2427	461497
157	2442	461342
158	2456	461073
159	2472	461158
160	2486	460842
161	2502	460837
162	2516	460619
163	2530	460280
164	2545	460360
165	2563	460634
166	2577	460436
167	2594	460644
168	2610	460767
169	2624	460505
170	2640	460566
171	2657	460792
172	2671	460512
173	2684	460150
174	2698	459939
175	2715	460111
176	2730	460043
177	2746	460093
178	2761	460041
179	2777	460090
180	2793	460291
181	2807	460034
182	2824	460149
183	2839	460073
184	2856	460373
185	2870	460122
186	2886	460193
187	2902	460285
188	2919	460563
189	2934	460373
190	2948	460233
191	2964	460295
192	2979	460091
193	2995	460154
194	3011	460341
195	3026	460179
196	3041	460075
197	3056	460004
198	3071	459963
199	3089	460308
200	3104	460197
201	3118	460004
202	3133	459944
203	3149	460056
204	3164	459899
205	3179	459894
206	3193	459654
207	3207	459441
208	3222	459353
209	3237	459255
210	3251	459039
211	3265	458797
212	3278	458495
213	3294	458582
214	3308	458374
215	3323	458238
216	3337	458051
217	3353	458105
218	3370	458303
219	3386	458364
220	3402	458468
221	3418	458526
222	3433	458531
223	3450	458653
224	3466	458689
225	3480	458511
226	3497	458745
227	3513	458833
228	3528	458690
229	3541	458433
230	3555	458189
231	3573	458481
232	3590	458645
233	3608	459027
234	3623	458888
235	3638	458884
236	3654	458893
237	3669	458907
238	3685	458913
239	3699	458747
240	3715	458777
241	3731	458847
242	3746	458729
243	3763	458994
244	3780	459122
245	3794	458889
246	3807	458668
247	3822	458575
248	3839	458693
249	3853	458516
250	3870	458731
251	3884	458543
252	3898	458429
253	3913	458271
254	3929	458312
255	3945	458410
256	3961	458433
257	3977	458509
258	3992	458415
259	4008	458500
260	4024	458553
261	4039	458495
262	4054	458449
263	4070	458542
264	4086	458536
265	4102	458603
266	4117	458575
267	4131	458387
268	4148	458506
269	4162	458294
270	4176	458168
271	4191	458069
272	4206	458066
273	4223	458222
274	4238	458102
275	4251	457909
276	4265	457733
277	4282	457893
278	4298	457952
279	4315	458032
280	4330	457977
281	4345	457964
282	4359	457797
283	4374	457683
284	4391	457865
285	4406	457838
286	4423	457921
287	4438	457919
288	4454	457978
289	4468	457816
290	4482	457622
291	4498	457633
292	4512	457535
293	4527	457461
294	4544	457574
295	4561	457772
296	4580	458046
297	4596	458110
298	4612	458218
299	4628	458263
300	4643	458171
301	4660	458316
302	4676	458337
303	4692	458422
304	4706	458242
305	4721	458156
306	4734	457936
307	4749	457839
308	4763	457670
309	4778	457687
310	4795	457748
311	4808	457576
312	4822	457411
313	4837	457389
314	4853	457350
315	4867	457256
316	4883	457281
317	4897	457115
318	4913	457216
319	4930	457306
320	4946	457368
321	4961	457278
322	4975	457157
323	4989	457044
324	5004	456992
325	5020	456961
326	5038	457226
327	5052	457109
328	5068	457149
329	5083	457033
330	5097	456872
331	5111	456747
332	5129	456960
333	5143	456890
334	5159	456887
335	5174	456863
336	5189	456800
337	5205	456863
338	5220	456728
339	5237	456866
340	5252	456858
341	5269	456945
342	5283	456866
343	5300	456915
344	5316	456958
345	5331	456974
346	5346	456858
347	5359	456676
348	5374	456587
349	5389	456571
350	5403	456472
351	5417	456304
352	5433	456354
353	5448	456322
354	5464	456358
355	5478	456216
356	5493	456114
357	5510	456248
358	5524	456150
359	5539	456047
360	5553	455941
361	5567	455867
362	5584	455912
363	5599	455866
364	5615	455928
365	5629	455798
366	5645	455849
367	5660	455774
368	5676	455814
369	5691	455795
370	5709	455975
371	5724	455958
372	5738	455802
373	5753	455730
374	5768	455735
375	5783	455627
376	5797	455523
377	5815	455703
378	5830	455718
379	5847	455823
380	5865	456001
381	5881	456021
382	5897	456057
383	5913	456105
384	5930	456209
385	5947	456283
386	5964	456392
387	5980	456396
388	5994	456303
389	6009	456278
390	6023	456162
391	6038	456125
392	6053	456080
393	6070	456175
394	6087	456217
395	6102	456185
396	6116	456053
397	6130	455986
398	6145	455935
399	6159	455774
400	6172	455630
401	6186	455515
402	6201	455423
403	6215	455358
404	6231	455352
405	6248	455440
406	6262	455324
407	6279	455439
408	6294	455383
409	6309	455343
410	6325	455395
411	6339	455276
412	6354	455232
413	6370	455269
414	6386	455300
415	6403	455363
416	6421	455546
417	6435	455452
418	6452	455539
419	6468	455558
420	6484	455580
421	6498	455511
422	6515	455550
423	6529	455432
424	6544	455400
425	6559	455410
426	6574	455333
427	6589	455309
428	6605	455305
429	6619	455240
430	6635	455251
431	6652	455329
432	6669	455393
433	6686	455483
434	6702	455508
435	6718	455582
436	6733	455514
437	6749	455572
438	6766	455630
439	6782	455663
440	6796	455530
441	6812	455604
442	6827	455504
443	6844	455644
444	6858	455536
445	6872	455436
446	6887	455338
447	6904	455452
448	6918	455370
449	6933	455303
450	6949	455303
451	6964	455253
452	6978	455192
453	6993	455104
454	7007	455008
455	7022	455006
456	7037	454946
457	7053	454964
458	7069	454962
459	7083	454873
460	7097	454763
461	7112	454737
462	7129	454820
463	7147	454987
464	7164	455064
465	7180	455096
466	7198	455212
467	7215	455340
468	7230	455257
469	7245	455213
470	7261	455281
471	7276	455188
472	7292	455226
473	7309	455335
474	7324	455299
475	7341	455377
476	7357	455367
477	7373	455427
478	7389	455438
479	7403	455337
480	7418	455272
481	7432	455192
482	7449	455223
483	7463	455138
484	7479	455174
485	7494	455159
486	7508	455035
487	7524	455050
488	7539	455020
489	7556	455061
490	7571	455033
491	7585	454942
492	7602	455009
493	7618	455020
494	7633	454999
495	7648	454985
496	7663	454901
497	7677	454800
498	7694	454876
499	7707	454765
500	7724	454849
501	7738	454734
502	7753	454663
503	7768	454644
504	7782	454557
505	7797	454497
506	7813	454511
507	7827	454439
508	7842	454370
509	7857	454321
510	7871	454266
511	7886	454194
512	7902	454217
513	7916	454159
514	7933	454186
515	7947	454101
516	7962	454081
517	7978	454083
518	7994	454117
519	8010	454160
520	8027	454209
521	8042	454147
522	8058	454168
523	8074	454218
524	8089	454159
525	8104	454119
526	8120	454168
527	8138	454282
528	8155	454331
529	8169	454247
530	8184	454209
531	8199	454164
532	8215	454172
533	8230	454176
534	8245	454118
535	8261	454109
536	8275	454041
537	8291	454071
538	8307	454081
539	8322	454049
540	8338	454069
541	8352	453970
542	8366	453897
543	8385	454032
544	8399	453978
545	8414	453895
546	8429	453878
547	8445	453903
548	8459	453823
549	8474	453764
550	8490	453792
551	8503	453668
552	8518	453623
553	8535	453654
554	8551	453670
555	8567	453728
556	8584	453781
557	8600	453799
558	8614	453717
559	8630	453730
560	8644	453646
561	8659	453587
562	8676	453657
563	8693	453725
564	8712	453875
565	8727	453852
566	8742	453814
567	8756	453730
568	8770	453666
569	8787	453689
570	8801	453646
571	8817	453649
572	8832	453592
573	8849	453661
574	8862	453547
575	8878	453555
576	8895	453584
577	8911	453603
578	8927	453621
579	8942	453578
580	8958	453604
581	8973	453564
582	8987	453474
583	9001	453395
584	9016	453387
585	9033	453432
586	9050	453495
587	9066	453507
588	9081	453498
589	9098	453524
590	9112	453441
591	9126	453373
592	9142	453383
593	9158	453403
594	9174	453387
595	9188	453335
596	9204	453316
597	9219	453295
598	9233	453230
599	9248	453165
600	9264	453167
601	9279	453159
602	9294	453133
603	9309	453087
604	9325	453096
605	9341	453110
606	9356	453070
607	9370	453006
608	9388	453092
609	9402	453025
610	9419	453080
611	9433	453011
612	9450	453074
613	9466	453047
614	9482	453098
615	9500	453172
616	9518	453301
617	9533	453261
618	9549	453260
619	9563	453186
620	9580	453237
621	9596	453279
622	9610	453193
623	9625	453122
624	9640	453094
625	9656	453110
626	9672	453110
627	9687	453102
628	9704	453155
629	9720	453180
630	9736	453157
631	9750	453073
632	9766	453084
633	9781	453085
634	9796	453017
635	9811	452994
636	9825	452931
637	9840	452868
638	9855	452834
639	9871	452840
640	9886	452811
641	9902	452826
642	9916	452750
643	9931	452717
644	9946	452690
645	9962	452707
646	9977	452658
647	9993	452669
648	10008	452645
649	10023	452590
650	10039	452624
651	10055	452599
652	10069	452562
653	10084	452492
654	10101	452548
655	10114	452459
656	10129	452415
657	10143	452339
658	10157	452256
659	10172	452192
660	10185	452108
661	10199	452027
662	10214	451992
663	10230	451989
664	10244	451908
665	10257	451813
666	10274	451853
667	10288	451766
668	10303	451716
669	10319	451750
670	10336	451804
671	10351	451770
672	10367	451772
673	10381	451716
674	10396	451688
675	10413	451734
676	10428	451706
677	10443	451640
678	10458	451622
679	10473	451609
680	10489	451589
681	10505	451599
682	10521	451620
683	10537	451621
684	10553	451644
685	10569	451639
686	10584	451632
687	10600	451646
688	10615	451608
689	10631	451619
690	10646	451573
691	10663	451616
692	10677	451568
693	10692	451498
694	10705	451419
695	10723	451489
696	10740	451532
697	10757	451604
698	10771	451541
699	10786	451510
700	10800	451438
701	10815	451375
702	10830	451349
703	10846	451382
704	10861	451337
705	10875	451252
706	10890	451243
707	10907	451278
708	10923	451268
709	10940	451328
710	10955	451297
711	10969	451220
712	10984	451214
713	11001	451254
714	11018	451281
715	11033	451269
716	11049	451280
717	11067	451356
718	11083	451362
719	11098	451352
720	11113	451319
721	11129	451310
722	11144	451295
723	11158	451212
724	11174	451220
725	11188	451142
726	11203	451118
727	11218	451065
728	11231	450973
729	11247	450987
730	11264	451043
731	11281	451088
732	11296	451035
733	11312	451057
734	11327	451004
735	11341	450937
736	11357	450947
737	11373	450956
738	11387	450902
739	11403	450886
740	11419	450890
741	11432	450815
742	11447	450782
743	11463	450768
744	11479	450779
745	11495	450792
746	11511	450782
747	11527	450800
748	11543	450802
749	11559	450817
750	11576	450862
751	11591	450837
752	11606	450814
753	11623	450853
754	11638	450834
755	11653	450805
756	11670	450831
757	11685	450811
758	11703	450899
759	11718	450845
760	11734	450859
761	11748	450802
762	11763	450771
763	11777	450693
764	11792	450651
765	11806	450596
766	11822	450592
767	11838	450616
768	11852	450542
769	11867	450510
770	11881	450432
771	11896	450400
772	11910	450340
773	11925	450290
774	11939	450234
775	11955	450242
776	11968	450154
777	11985	450174
778	12001	450191
779	12016	450141
780	12032	450155
781	12049	450195
782	12064	450173
783	12081	450204
784	12095	450139
785	12110	450110
786	12125	450096
787	12140	450045
788	12153	449967
789	12168	449928
790	12185	449956
791	12199	449917
792	12214	449873
793	12228	449787
794	12242	449720
795	12257	449699
796	12272	449688
797	12289	449724
798	12306	449775
799	12325	449873
800	12341	449871
801	12358	449915
802	12373	449911
803	12390	449927
804	12405	449896
805	12420	449873
806	12435	449850
807	12450	449825
808	12466	449834
809	12481	449787
810	12499	449871
811	12513	449824
812	12529	449815
813	12545	449805
814	12560	449793
815	12577	449827
816	12592	449801
817	12607	449766
818	12622	449735
819	12636	449687
820	12651	449655
821	12668	449678
822	12683	449672
823	12699	449661
824	12715	449666
825	12731	449656
826	12748	449726
827	12765	449740
828	12781	449749
829	12797	449759
830	12811	449714
831	12830	449798
832	12844	449752
833	12861	449779
834	12877	449787
835	12891	449722
836	12906	449680
837	12921	449673
838	12937	449670
839	12951	449604
840	12967	449613
841	12981	449550
842	12998	449577
843	13014	449571
844	13028	449534
845	13044	449543
846	13061	449565
847	13076	449525
848	13090	449481
849	13105	449428
850	13120	449418
851	13134	449346
852	13149	449334
853	13165	449339
854	13180	449286
855	13196	449291
856	13211	449263
857	13227	449285
858	13244	449307
859	13261	449337
860	13278	449391
861	13293	449370
862	13310	449402
863	13326	449414
864	13343	449445
865	13360	449461
866	13374	449404
867	13388	449360
868	13402	449292
869	13416	449223
870	13432	449219
871	13448	449237
872	13466	449290
873	13480	449235
874	13497	449270
875	13512	449235
876	13530	449323
877	13545	449272
878	13560	449255
879	13578	449313
880	13593	449302
881	13608	449273
882	13623	449219
883	13637	449165
884	13653	449191
885	13669	449195
886	13685	449185
887	13701	449178
888	13715	449133
889	13731	449141
890	13748	449165
891	13764	449172
892	13780	449180
893	13796	449177
894	13814	449256
895	13832	449319
896	13849	449350
897	13864	449299
898	13880	449318
899	13896	449331
900	13913	449366
901	13930	449386
902	13945	449365
903	13960	449343
904	13974	449275
905	13990	449267
906	14006	449267
907	14022	449263
908	14038	449272
909	14052	449208
910	14067	449179
911	14081	449114
912	14094	449032
913	14108	448979
914	14122	448906
915	14136	448836
916	14151	448822
917	14165	448760
918	14179	448699
919	14194	448679
920	14212	448721
921	14226	448665
922	14241	448648
923	14258	448664
924	14274	448687
925	14290	448699
926	14306	448680
927	14320	448614
928	14336	448621
929	14352	448640
930	14369	448653
931	14387	448727
932	14403	448731
933	14418	448716
934	14435	448739
935	14450	448717
936	14465	448663
937	14481	448668
938	14499	448728
939	14516	448784
940	14535	448867
941	14549	448825
942	14564	448786
943	14580	448792
944	14596	448783
945	14609	448706
946	14626	448722
947	14643	448770
948	14658	448723
949	14673	448689
950	14688	448674
951	14705	448706
952	14721	448716
953	14736	448661
954	14750	448611
955	14764	448554
956	14780	448546
957	14794	448500
958	14810	448500
959	14825	448470
960	14843	448530
961	14858	448497
962	14875	448530
963	14889	448481
964	14906	448519
965	14921	448480
966	14937	448488
967	14952	448454
968	14968	448452
969	14984	448441
970	14999	448428
971	15016	448449
972	15032	448442
973	15046	448394
974	15061	448379
975	15075	448317
976	15090	448286
977	15105	448244
978	15122	448291
979	15136	448231
980	15151	448198
981	15166	448153
982	15183	448197
983	15198	448178
984	15212	448125
985	15227	448096
986	15243	448086
987	15261	448132
988	15277	448134
989	15291	448099
990	15307	448090
991	15323	448093
992	15337	448036
993	15352	448001
994	15366	447939
995	15380	447891
996	15397	447910
997	15411	447863
998	15427	447869
999	15442	447832
1000	15460	447876
1001	15475	447864
1002	15490	447822
1003	15505	447811
1004	15522	447829
1005	15537	447801
1006	15551	447737
1007	15566	447724
1008	15580	447672
1009	15594	447616
1010	15608	447546
1011	15622	447500
1012	15637	447460
1013	15652	447445
1014	15668	447437
1015	15683	447403
1016	15699	447417
1017	15715	447426
1018	15731	447400
1019	15744	447342
1020	15762	447388
1021	15779	447420
1022	15796	447444
1023	15813	447458
1024	15828	447457
1025	15844	447452
1026	15858	447402
1027	15875	447428
1028	15891	447417
1029	15906	447399
1030	15921	447373
1031	15936	447322
1032	15951	447309
1033	15968	447339
1034	15983	447301
1035	15999	447318
1036	16015	447303
1037	16030	447273
1038	16045	447256
1039	16059	447192
1040	16076	447232
1041	16092	447216
1042	16106	447171
1043	16124	447232
1044	16141	447246
1045	16155	447198
1046	16169	447153
1047	16183	447095
1048	16198	447050
1049	16215	447080
1050	16231	447094
1051	16245	447037
1052	16259	446985
1053	16276	447012
1054	16292	447004
1055	16306	446956
1056	16322	446946
1057	16336	446893
1058	16352	446900
1059	16369	446917
1060	16383	446854
1061	16397	446797
1062	16413	446809
1063	16429	446814
1064	16447	446868
1065	16462	446833
1066	16479	446862
1067	16496	446878
1068	16510	446820
1069	16526	446824
1070	16541	446802
1071	16556	446772
1072	16572	446765
1073	16587	446759
1074	16601	446702
1075	16615	446636
1076	16633	446704
1077	16649	446683
1078	16664	446665
1079	16679	446631
1080	16696	446678
1081	16713	446682
1082	16728	446651
1083	16744	446662
1084	16760	446659
1085	16774	446617
1086	16792	446652
1087	16808	446672
1088	16824	446666
1089	16839	446625
1090	16852	446562
1091	16866	446502
1092	16883	446530
1093	16898	446493
1094	16915	446520
1095	16932	446542
1096	16946	446504
1097	16961	446471
1098	16977	446470
1099	16993	446476
1100	17008	446434
1101	17023	446423
1102	17038	446396
1103	17055	446416
1104	17070	446392
1105	17085	446367
1106	17103	446406
1107	17117	446352
1108	17132	446323
1109	17148	446326
1110	17164	446314
1111	17180	446320
1112	17195	446286
1113	17212	446329
1114	17227	446301
1115	17242	446273
1116	17259	446286
1117	17276	446305
1118	17292	446318
1119	17308	446303
1120	17321	446241
1121	17337	446236
1122	17353	446236
1123	17368	446197
1124	17382	446157
1125	17397	446116
1126	17411	446074
1127	17428	446100
1128	17444	446099
1129	17460	446100
1130	17475	446074
1131	17490	446051
1132	17506	446030
1133	17521	446017
1134	17538	446023
1135	17551	445961
1136	17566	445936
1137	17583	445955
1138	17597	445896
1139	17613	445897
1140	17627	445852
1141	17641	445802
1142	17656	445761
1143	17670	445708
1144	17685	445696
1145	17703	445726
1146	17719	445742
1147	17734	445704
1148	17751	445722
1149	17767	445733
1150	17783	445721
1151	17799	445741
1152	17815	445718
1153	17829	445663
1154	17843	445623
1155	17859	445616
1156	17873	445577
1157	17890	445582
1158	17906	445586
1159	17923	445610
1160	17938	445577
1161	17954	445582
1162	17969	445550
1163	17985	445558
1164	18002	445581
1165	18017	445548
1166	18033	445563
1167	18048	445517
1168	18063	445489
1169	18079	445497
1170	18094	445463
1171	18109	445447
1172	18124	445423
1173	18140	445421
1174	18155	445386
1175	18170	445353
1176	18187	445388
1177	18203	445387
1178	18220	445395
1179	18237	445425
1180	18254	445442
1181	18269	445433
1182	18285	445425
1183	18300	445385
1184	18317	445416
1185	18333	445416
1186	18348	445389
1187	18364	445383
1188	18378	445340
1189	18393	445305
1190	18407	445246
1191	18423	445251
1192	18438	445238
1193	18455	445261
1194	18471	445247
1195	18486	445233
1196	18502	445207
1197	18517	445203
1198	18534	445222
1199	18551	445228
1200	18564	445171
1201	18581	445189
1202	18596	445162
1203	18612	445165
1204	18629	445171
1205	18645	445170
1206	18661	445177
1207	18678	445196
1208	18697	445255
1209	18712	445222
1210	18727	445207
1211	18743	445193
1212	18759	445211
1213	18776	445215
1214	18792	445208
1215	18809	445233
1216	18823	445183
1217	18840	445206
1218	18854	445153
1219	18868	445103
1220	18883	445094
1221	18899	445076
1222	18914	445057
1223	18931	445068
1224	18945	445019
1225	18961	445012
1226	18976	444992
1227	18992	444999
1228	19007	444972
1229	19024	444976
1230	19039	444953
1231	19055	444955
1232	19072	444982
1233	19087	444956
1234	19103	444958
1235	19118	444930
1236	19135	444933
1237	19152	444971
1238	19168	444966
1239	19184	444962
1240	19200	444962
1241	19216	444958
1242	19232	444935
1243	19246	444886
1244	19262	444899
1245	19279	444924
1246	19296	444924
1247	19310	444891
1248	19325	444846
1249	19341	444853
1250	19357	444851
1251	19374	444862
1252	19391	444884
1253	19409	444921
1254	19424	444905
1255	19441	444914
1256	19455	444879
1257	19471	444868
1258	19487	444876
1259	19502	444834
1260	19515	444779
1261	19532	444792
1262	19547	444767
1263	19565	444808
1264	19581	444792
1265	19598	444813
1266	19613	444793
1267	19627	444753
1268	19642	444714
1269	19656	444677
1270	19673	444688
1271	19688	444667
1272	19705	444688
1273	19719	444635
1274	19734	444610
1275	19752	444640
1276	19770	444688
1277	19785	444660
1278	19799	444624
1279	19813	444567
1280	19831	444595
1281	19845	444561
1282	19859	444510
1283	19874	444483
1284	19890	444478
1285	19907	444507
1286	19923	444483
1287	19939	444483
1288	19956	444519
1289	19972	444495
1290	19987	444485
1291	20004	444490
1292	20019	444472
1293	20034	444435
1294	20051	444451
1295	20067	444462
1296	20083	444464
1297	20100	444468
1298	20114	444416
1299	20129	444405
1300	20143	444354
1301	20160	444371
1302	20177	444386
1303	20194	444410
1304	20212	444436
1305	20228	444436
1306	20247	444489
1307	20263	444489
1308	20280	444503
1309	20293	444449
1310	20308	444418
1311	20322	444378
1312	20338	444374
1313	20354	444369
1314	20371	444378
1315	20387	444373
1316	20402	444351
1317	20417	444310
1318	20433	444314
1319	20449	444307
1320	20465	444315
1321	20482	444327
1322	20497	444289
1323	20513	444298
1324	20527	444254
1325	20542	444211
1326	20556	444173
1327	20571	444145
1328	20586	444121
1329	20601	444098
1330	20615	444050
1331	20632	444054
1332	20648	444054
1333	20661	443996
1334	20678	443998
1335	20695	444034
1336	20714	444082
1337	20730	444088
1338	20748	444110
1339	20763	444092
1340	20778	444074
1341	20794	444050
1342	20808	444007
1343	20824	444009
1344	20838	443968
1345	20854	443951
1346	20868	443906
1347	20887	443961
1348	20903	443956
1349	20918	443927
1350	20934	443923
1351	20949	443912
1352	20964	443878
1353	20978	443833
1354	20993	443806
1355	21009	443792
1356	21026	443810
1357	21044	443847
1358	21059	443838
1359	21077	443858
1360	21091	443825
1361	21108	443840
1362	21125	443861
1363	21141	443839
1364	21155	443804
1365	21169	443762
1366	21184	443721
1367	21199	443711
1368	21214	443675
1369	21229	443645
1370	21246	443655
1371	21262	443660
1372	21278	443661
1373	21294	443645
1374	21310	443641
1375	21326	443637
1376	21341	443619
1377	21355	443577
1378	21370	443547
1379	21388	443569
1380	21404	443578
1381	21421	443597
1382	21438	443609
1383	21453	443571
1384	21467	443529
1385	21482	443502
1386	21499	443531
1387	21515	443522
1388	21531	443502
1389	21547	443499
1390	21562	443479
1391	21578	443466
1392	21595	443498
1393	21612	443499
1394	21628	443497
1395	21645	443518
1396	21662	443525
1397	21676	443485
1398	21691	443467
1399	21709	443484
1400	21723	443446
1401	21740	443454
1402	21756	443466
1403	21772	443453
1404	21788	443454
1405	21802	443408
1406	21819	443421
1407	21834	443389
1408	21849	443353
1409	21865	443350
1410	21881	443342
1411	21896	443323
1412	21912	443323
1413	21929	443331
1414	21944	443306
1415	21959	443281
1416	21975	443286
1417	21991	443263
1418	22007	443266
1419	22023	443268
1420	22039	443249
1421	22056	443263
1422	22072	443274
1423	22089	443271
1424	22104	443249
1425	22118	443208
1426	22132	443165
1427	22149	443177
1428	22165	443170
1429	22180	443145
1430	22197	443159
1431	22211	443115
1432	22227	443115
1433	22245	443138
1434	22261	443133
1435	22277	443127
1436	22292	443105
1437	22310	443139
1438	22325	443119
1439	22340	443078
1440	22357	443108
1441	22375	443136
1442	22392	443138
1443	22409	443156
1444	22424	443144
1445	22440	443123
1446	22457	443152
1447	22474	443159
1448	22488	443115
1449	22503	443094
1450	22519	443086
1451	22536	443088
1452	22553	443110
1453	22570	443111
1454	22584	443081
1455	22602	443099
1456	22617	443090
1457	22635	443109
1458	22651	443115
1459	22668	443125
1460	22685	443141
1461	22702	443147
1462	22721	443197
1463	22736	443172
1464	22752	443174
1465	22768	443166
1466	22784	443159
1467	22799	443125
1468	22816	443150
1469	22832	443136
1470	22848	443134
1471	22865	443145
1472	22879	443104
1473	22896	443117
1474	22913	443119
1475	22929	443115
1476	22946	443123
1477	22962	443120
1478	22979	443139
1479	22996	443143
1480	23014	443173
1481	23030	443166
1482	23045	443147
1483	23059	443102
1484	23077	443125
1485	23092	443104
1486	23108	443097
1487	23123	443068
1488	23137	443024
1489	23153	443027
1490	23170	443041
1491	23185	443014
1492	23200	442981
1493	23214	442946
1494	23228	442891
1495	23242	442853
1496	23258	442849
1497	23274	442841
1498	23290	442831
1499	23306	442817
1500	23322	442815
1501	23340	442838
1502	23356	442843
1503	23375	442894
1504	23391	442892
1505	23408	442900
1506	23426	442924
1507	23443	442942
1508	23461	442960
1509	23479	442995
1510	23495	442988
1511	23510	442967
1512	23527	442974
1513	23542	442954
1514	23556	442908
1515	23570	442862
1516	23587	442870
1517	23601	442832
1518	23618	442834
1519	23633	442809
1520	23647	442777
1521	23662	442751
1522	23678	442732
1523	23693	442710
1524	23706	442655
1525	23722	442644
1526	23736	442595
1527	23751	442577
1528	23766	442553
1529	23780	442505
1530	23796	442492
1531	23811	442471
1532	23827	442469
1533	23843	442452
1534	23857	442407
1535	23872	442391
1536	23887	442366
1537	23903	442345
1538	23917	442304
1539	23931	442265
1540	23947	442255
1541	23962	442241
1542	23979	442249
1543	23996	442252
1544	24010	442211
1545	24025	442190
1546	24042	442191
1547	24059	442201
1548	24075	442195
1549	24092	442219
1550	24108	442214
1551	24124	442204
1552	24142	442220
1553	24156	442190
1554	24174	442209
1555	24189	442186
1556	24206	442209
1557	24222	442184
1558	24237	442162
1559	24253	442158
1560	24269	442143
1561	24286	442157
1562	24300	442118
1563	24315	442100
1564	24331	442090
1565	24348	442098
1566	24364	442081
1567	24380	442076
1568	24396	442071
1569	24410	442030
1570	24427	442037
1571	24440	441989
1572	24454	441945
1573	24472	441960
1574	24487	441943
1575	24503	441926
1576	24519	441927
1577	24536	441932
1578	24551	441909
1579	24568	441927
1580	24585	441929
1581	24599	441895
1582	24614	441864
1583	24628	441825
1584	24644	441812
1585	24658	441768
1586	24672	441735
1587	24688	441711
1588	24701	441666
1589	24721	441713
1590	24737	441711
1591	24753	441705
1592	24767	441664
1593	24783	441655
1594	24798	441635
1595	24814	441629
1596	24828	441581
1597	24846	441601
1598	24863	441612
1599	24877	441568
1600	24894	441577
1601	24908	441540
1602	24923	441512
1603	24937	441476
1604	24953	441475
1605	24967	441432
1606	24983	441419
1607	24999	441416
1608	25015	441398
1609	25030	441382
1610	25045	441346
1611	25059	441313
1612	25078	441349
1613	25095	441368
1614	25110	441332
1615	25125	441318
1616	25139	441272
1617	25157	441303
1618	25174	441300
1619	25189	441282
1620	25205	441280
1621	25222	441277
1622	25237	441266
1623	25252	441242
1624	25269	441239
1625	25284	441220
1626	25299	441188
1627	25315	441190
1628	25330	441167
1629	25347	441175
1630	25362	441146
1631	25378	441145
1632	25395	441140
1633	25412	441150
1634	25426	441118
1635	25443	441120
1636	25459	441108
1637	25474	441098
1638	25490	441087
1639	25506	441074
1640	25524	441103
1641	25538	441067
1642	25555	441072
1643	25571	441064
1644	25587	441059
1645	25604	441062
1646	25618	441021
1647	25636	441047
1648	25653	441056
1649	25669	441042
1650	25684	441017
1651	25700	441014
1652	25714	440981
1653	25729	440941
1654	25744	440920
1655	25759	440904
1656	25775	440895
1657	25792	440892
1658	25807	440874
1659	25824	440877
1660	25838	440841
1661	25855	440843
1662	25872	440852
1663	25885	440807
1664	25901	440797
1665	25917	440788
1666	25932	440762
1667	25947	440728
1668	25962	440713
1669	25979	440710
