iter	RMSE
183	11.9385942
184	11.93402503
185	11.92781374
186	11.92101438
187	11.91519347
188	11.907588
189	11.90085142
190	11.89701078
191	11.89172957
192	11.88536976
193	11.88152588
194	11.87645592
195	11.87030027
196	11.86473674
197	11.85834173
198	11.84781714
199	11.84142959
200	11.83570538
201	11.82836339
202	11.82341791
203	11.81681398
204	11.81172159
205	11.80693267
206	11.80032308
207	11.79469618
208	11.789253
209	11.78245652
210	11.77787447
211	11.77367826
212	11.76757385
213	11.76161491
214	11.75716209
215	11.7522876
216	11.74981524
217	11.74195019
218	11.73591123
219	11.72750404
220	11.72318918
221	11.71820411
222	11.70928054
223	11.70132103
224	11.69448425
225	11.69041246
226	11.68569578
227	11.67946544
228	11.67566622
229	11.67144409
230	11.66641825
231	11.66104705
232	11.65582156
233	11.64983619
234	11.64569212
235	11.63993498
236	11.63416111
237	11.62918798
238	11.62555109
239	11.62279868
240	11.6165763
241	11.61377097
242	11.60801736
243	11.60348804
244	11.5981331
245	11.59398387
246	11.58997914
247	11.58357064
248	11.57830654
249	11.57408408
250	11.5698273
251	11.56577779
252	11.56212339
253	11.55591938
254	11.55103534
255	11.54708139
256	11.53894672
257	11.53407193
258	11.52893261
259	11.52440633
260	11.51991058
261	11.51684944
262	11.51449604
263	11.51027151
264	11.50707419
265	11.50334865
266	11.4963917
267	11.49135528
268	11.48753663
269	11.48198515
270	11.47831324
271	11.47271874
272	11.46831414
273	11.46402361
274	11.45941839
275	11.45635702
276	11.45155069
277	11.44707355
278	11.44349291
279	11.43758427
280	11.43335405
281	11.42973041
282	11.42566995
283	11.42268621
284	11.41976562
285	11.41576312
286	11.41192534
287	11.40699257
288	11.40416278
289	11.40050338
290	11.39840191
291	11.39385829
292	11.38942997
293	11.3858978
294	11.38252429
295	11.37914546
296	11.37544715
297	11.37234775
298	11.36881644
299	11.36549037
300	11.35922841
301	11.35587974
302	11.35245526
303	11.34674115
304	11.34458455
305	11.34184442
306	11.33951723
307	11.33499832
308	11.33130047
309	11.32825964
310	11.32543745
311	11.32240559
312	11.31913039
313	11.31603851
314	11.31378607
315	11.31014213
316	11.30702792
317	11.30526307
318	11.29958786
319	11.29578457
320	11.29192341
321	11.28826246
322	11.28543649
323	11.28229617
324	11.27926392
325	11.27755574
326	11.27413797
327	11.27131158
328	11.2659265
329	11.2635481
330	11.2599197
331	11.25659451
332	11.2530849
333	11.25015648
334	11.24662864
335	11.24305035
336	11.23841643
337	11.23544607
338	11.23248118
339	11.22855199
340	11.22569347
341	11.2228849
342	11.2179729
343	11.21400357
344	11.2117538
345	11.20902818
346	11.20646666
347	11.20379427
348	11.19878864
349	11.19527283
350	11.19261219
351	11.18938057
352	11.18718296
353	11.18511925
354	11.18223268
355	11.18012787
356	11.17738448
357	11.17449277
358	11.1715758
359	11.16891015
360	11.16590306
361	11.16425552
362	11.16154157
363	11.15848216
364	11.15574982
365	11.15207375
366	11.14961187
367	11.14621724
368	11.14391535
369	11.14133572
370	11.13823735
371	11.13585311
372	11.13370674
373	11.13190432
374	11.12953324
375	11.12664739
376	11.12367306
377	11.12090375
378	11.118829
379	11.11648166
380	11.11419383
381	11.11136024
382	11.10833378
383	11.10585398
384	11.1028861
385	11.09910523
386	11.09633296
387	11.09374479
388	11.09083444
389	11.08739584
390	11.08460734
391	11.08207725
392	11.07911884
393	11.07641002
394	11.07314576
395	11.0711667
396	11.06961795
397	11.0657832
398	11.06190651
399	11.05982704
400	11.05789321
401	11.05575456
402	11.05349545
403	11.05110183
404	11.0476407
405	11.04499345
406	11.04229787
407	11.03950243
408	11.03620307
409	11.03397877
410	11.03096609
411	11.02780106
412	11.02462302
413	11.02082231
414	11.01840311
415	11.01646647
416	11.01409986
417	11.0117321
418	11.0085169
419	11.00553617
420	11.00314806
421	11.0011296
422	10.998392
423	10.99530571
424	10.99346336
425	10.99141885
426	10.9893746
427	10.98708075
428	10.98470333
429	10.9822685
430	10.97956393
431	10.97697829
432	10.97488081
433	10.97202147
434	10.96908587
435	10.96600286
436	10.96430542
437	10.96230159
438	10.96022436
439	10.95790711
440	10.95640195
441	10.95412363
442	10.95244167
443	10.95038886
444	10.94782262
445	10.94558293
446	10.94304444
447	10.94047648
448	10.93883927
449	10.93513587
450	10.93363657
451	10.93156417
452	10.9296706
453	10.92783517
454	10.92630145
455	10.92391016
456	10.92218241
457	10.92030521
458	10.91813769
459	10.91596522
460	10.91472188
461	10.91234478
462	10.9093648
463	10.9074146
464	10.90495993
465	10.90311906
466	10.90140733
467	10.89871231
468	10.89666613
469	10.8943663
470	10.89192933
471	10.89022421
472	10.88817966
473	10.88531819
474	10.8831166
475	10.88089908
476	10.87926839
477	10.87734119
478	10.87545303
479	10.87363299
480	10.87058943
481	10.86875695
482	10.86619793
483	10.86448942
484	10.86255379
485	10.86039865
486	10.85891877
487	10.8567157
488	10.85445139
489	10.85267117
490	10.8507166
491	10.84877527
492	10.84672258
493	10.84527158
494	10.84390942
495	10.84229486
496	10.83997475
497	10.83854552
498	10.83646627
499	10.83531067
500	10.83317215
501	10.83126884
502	10.82888931
503	10.82754907
504	10.82509284
505	10.82362175
506	10.82149228
507	10.81872771
508	10.81676928
509	10.81461216
510	10.81247475
511	10.81060318
512	10.80899989
513	10.80743176
514	10.80526661
515	10.80445436
516	10.80180308
517	10.80029925
518	10.79863136
519	10.79667025
520	10.79496376
521	10.79343425
522	10.79157304
523	10.79003785
524	10.7872278
525	10.78577531
526	10.7836019
527	10.78168137
528	10.78022226
529	10.77845454
530	10.77670802
531	10.77502377
532	10.77349241
533	10.77141364
534	10.76946747
535	10.76777067
536	10.76614731
537	10.76328764
538	10.76151452
539	10.75986476
540	10.75797622
541	10.75587258
542	10.75387529
543	10.75189068
544	10.75055064
545	10.74881787
546	10.74674283
547	10.744719
548	10.74263565
549	10.74075551
550	10.73923463
551	10.73808981
552	10.73614806
553	10.73420662
554	10.73216276
555	10.72912717
556	10.72686931
557	10.72455172
558	10.72316112
559	10.721845
560	10.71938059
561	10.71770371
562	10.71609667
563	10.71461226
564	10.71295757
565	10.71131278
566	10.70959104
567	10.70818146
568	10.70639659
569	10.70519711
570	10.70305883
571	10.70133183
572	10.69994642
573	10.69756393
574	10.6966352
575	10.69509885
576	10.6933571
577	10.69174607
578	10.69079911
579	10.68925043
580	10.6871152
581	10.68486488
582	10.6833965
583	10.68206594
584	10.68130743
585	10.67946449
586	10.67687128
587	10.67467504
588	10.67205994
589	10.67026047
590	10.66906647
591	10.6676285
592	10.66544122
593	10.66390366
594	10.66238433
595	10.66049926
596	10.65900413
597	10.65752297
598	10.6557619
599	10.65431026
600	10.65254174
601	10.65061044
602	10.64937336
603	10.64807053
604	10.64722585
605	10.64565895
606	10.6444434
607	10.6429757
608	10.64128975
609	10.63914292
610	10.63797579
611	10.63690358
612	10.63554014
613	10.63388404
614	10.63313926
615	10.63156005
616	10.62976033
617	10.62827641
618	10.62684712
619	10.62571861
620	10.62382373
621	10.62260403
622	10.61971463
623	10.61870008
624	10.61736605
625	10.61523521
626	10.61287472
627	10.6112614
628	10.60943376
629	10.60802443
630	10.60666423
631	10.60495099
632	10.60370693
633	10.60223625
634	10.60069681
635	10.59903196
636	10.59772592
637	10.59675101
638	10.59561234
639	10.5943135
640	10.59140645
641	10.58973284
642	10.58855562
643	10.58723536
644	10.58612021
645	10.58459932
646	10.58298103
647	10.581815
648	10.5801923
649	10.57878571
650	10.57753227
651	10.57540569
652	10.57374582
653	10.57183996
654	10.57049403
655	10.56927415
656	10.5676854
657	10.56672433
658	10.56516709
659	10.56405891
660	10.56263323
661	10.56153309
662	10.55971912
663	10.55778413
664	10.55639018
665	10.55485271
666	10.55328507
667	10.55214571
668	10.55080625
669	10.54928094
670	10.54796209
671	10.54646566
672	10.54495004
673	10.54350013
674	10.54233739
675	10.54054576
676	10.53948362
677	10.53712748
678	10.53617195
679	10.53478048
680	10.53278292
681	10.53160267
682	10.53042061
683	10.52912641
684	10.52759429
685	10.52558035
686	10.52349265
687	10.52197839
688	10.52024602
689	10.51895857
690	10.51795266
691	10.51685185
692	10.51589248
693	10.51451168
694	10.51228219
695	10.51102916
696	10.50966108
697	10.50854772
698	10.50737042
699	10.50625181
700	10.50514944
701	10.50413586
702	10.502688
703	10.50150169
704	10.50034534
705	10.49906882
706	10.49720659
707	10.49575042
708	10.49478979
709	10.49342361
710	10.49006929
711	10.48784196
712	10.48671925
713	10.48553248
714	10.48429132
715	10.4831026
716	10.48169604
717	10.48018915
718	10.47840698
719	10.47714723
720	10.47616746
721	10.4745475
722	10.47372435
723	10.47275465
724	10.47130581
725	10.47018367
726	10.46910367
727	10.46810336
728	10.46665052
729	10.46570298
730	10.46460943
731	10.4633876
732	10.46256827
733	10.46154284
734	10.46033912
735	10.45939167
736	10.45788895
737	10.45654648
738	10.45560642
739	10.45360716
740	10.45213282
741	10.45108051
742	10.45017456
743	10.44885966
744	10.44767597
745	10.44648711
746	10.44503328
747	10.44350193
748	10.44219494
749	10.44135142
750	10.43997858
751	10.43885442
752	10.43768474
753	10.43682135
754	10.43572006
755	10.43443093
756	10.43338457
757	10.43126393
758	10.43027515
759	10.42924419
760	10.42832119
761	10.42735401
762	10.42582208
763	10.42450411
764	10.42365613
765	10.42238201
766	10.4210188
767	10.4193185
768	10.41568316
769	10.41448559
770	10.41355589
771	10.4126315
772	10.41162712
773	10.41066108
774	10.40989425
775	10.40869467
776	10.40753846
777	10.40630825
778	10.40541425
779	10.40443245
780	10.40306453
781	10.40188407
782	10.40081824
783	10.39953929
784	10.39773217
785	10.39659466
786	10.39539455
787	10.39457696
788	10.39323071
789	10.3922633
790	10.39141505
791	10.39055423
792	10.38953961
793	10.38858774
794	10.38766518
795	10.38662729
796	10.38501905
797	10.38397819
798	10.38268534
799	10.38162125
800	10.3801979
801	10.37899725
802	10.37762868
803	10.37631305
804	10.37523545
805	10.3744809
806	10.37327485
807	10.37229644
808	10.37102075
809	10.37028485
810	10.36905326
811	10.36807242
812	10.36714838
813	10.36637258
814	10.3653522
815	10.36422265
816	10.36251642
817	10.36127815
818	10.36009022
819	10.35914852
820	10.3575377
821	10.35632019
822	10.35542561
823	10.35391118
824	10.35272241
825	10.35128593
826	10.35014535
827	10.34901381
828	10.34818882
829	10.34678496
830	10.34578504
831	10.34481082
832	10.34381988
833	10.34273855
834	10.34169717
835	10.34075923
836	10.33947999
837	10.33742261
838	10.33634673
839	10.33557711
840	10.33436007
841	10.33361578
842	10.33287008
843	10.33170403
844	10.33081751
845	10.33007296
846	10.32917033
847	10.32781657
848	10.3266666
849	10.32545735
850	10.32458355
851	10.32382292
852	10.32253647
853	10.32157264
854	10.32074171
855	10.31975458
856	10.3188769
857	10.31779058
858	10.31688313
859	10.31563496
860	10.31457621
861	10.31344927
862	10.31241617
863	10.31126925
864	10.30961656
865	10.3075219
866	10.30658834
867	10.30549153
868	10.30472539
869	10.30366143
870	10.30271048
871	10.30136722
872	10.2999638
873	10.29848076
874	10.29725217
875	10.29649259
876	10.29545914
877	10.29438195
878	10.29328281
879	10.29198607
880	10.29098288
881	10.2900195
882	10.2888039
883	10.28828356
884	10.28719367
885	10.28663844
886	10.28585077
887	10.28489954
888	10.28387654
889	10.28304188
890	10.28214571
891	10.28100839
892	10.27976747
893	10.27865072
894	10.2777726
895	10.27675367
896	10.27551087
897	10.27467007
898	10.2734072
899	10.27223372
900	10.27112469
901	10.27019192
902	10.26890321
903	10.26686246
904	10.26621552
905	10.26509661
906	10.26396117
907	10.26300346
908	10.26208022
909	10.26057392
910	10.25959468
911	10.25811813
912	10.25725126
913	10.25624741
914	10.25525612
915	10.25440236
916	10.25334824
917	10.25231798
918	10.25149309
919	10.25068798
920	10.24976124
921	10.24866622
922	10.24759062
923	10.24683797
924	10.24572037
925	10.24482641
926	10.24367981
927	10.24304614
928	10.24219205
929	10.24120523
930	10.23877325
931	10.23788965
932	10.23710097
933	10.23605262
934	10.23512797
935	10.23426327
936	10.23331823
937	10.23182141
938	10.23081747
939	10.22975062
940	10.22901039
941	10.22840155
942	10.22720265
943	10.22625764
944	10.22543132
945	10.22481575
946	10.22374691
947	10.22247981
948	10.2218225
949	10.22072003
950	10.22013921
951	10.21927942
952	10.21844774
953	10.21792966
954	10.2170501
955	10.21609384
956	10.21517461
957	10.2144237
958	10.21322143
959	10.21206131
960	10.211151
961	10.21042351
962	10.20963064
963	10.20849797
964	10.20772765
965	10.2066326
966	10.20609913
967	10.20500081
968	10.2040183
969	10.20329203
970	10.20238093
971	10.20036302
972	10.19947506
973	10.19879149
974	10.19792577
975	10.19677424
976	10.1957393
977	10.19453552
978	10.19372558
979	10.19302681
980	10.19232972
981	10.19127986
982	10.18994085
983	10.18914571
984	10.18828572
985	10.18755419
986	10.18685362
987	10.18591038
988	10.18514731
989	10.18427871
990	10.18313632
991	10.18238925
992	10.18134768
993	10.18070875
994	10.17906211
995	10.17799743
996	10.17727689
997	10.17643935
998	10.17559106
999	10.17494383
1000	10.17411439
1001	10.1733042
1002	10.17204358
1003	10.17134988
1004	10.17053464
1005	10.16960542
1006	10.16883181
1007	10.16756788
1008	10.16689011
1009	10.16611698
1010	10.16528336
1011	10.16451944
1012	10.163857
1013	10.16305774
1014	10.16232025
1015	10.16163832
1016	10.16105032
1017	10.16006737
1018	10.15895405
1019	10.15811224
1020	10.15688499
1021	10.15591754
1022	10.1552383
1023	10.15438961
1024	10.15374587
1025	10.15291642
1026	10.1523051
1027	10.15129398
1028	10.15058434
1029	10.14972869
1030	10.1486765
1031	10.14753875
1032	10.14714333
1033	10.14625348
1034	10.14537117
1035	10.14360252
1036	10.14279612
1037	10.14183113
1038	10.14096574
1039	10.14023391
1040	10.13925483
1041	10.13700687
1042	10.13631008
1043	10.13567247
1044	10.13477677
1045	10.13391148
1046	10.13178048
1047	10.13111244
1048	10.12986806
1049	10.12904394
1050	10.1280201
1051	10.12733101
1052	10.12652644
1053	10.12573879
1054	10.1247583
1055	10.12386268
1056	10.12279358
1057	10.12106641
1058	10.12026863
1059	10.1194576
1060	10.1187374
1061	10.11810215
1062	10.11744951
1063	10.11659141
1064	10.11580125
1065	10.11466327
1066	10.11394343
1067	10.11317875
1068	10.11247858
1069	10.11178601
1070	10.10995106
1071	10.10843215
1072	10.10730585
1073	10.10680743
1074	10.10599636
1075	10.10463146
1076	10.1037827
1077	10.10317152
1078	10.10240325
1079	10.10153136
1080	10.10077026
1081	10.10000598
1082	10.0991742
1083	10.09810527
1084	10.09744404
1085	10.09682518
1086	10.09592847
1087	10.09509323
1088	10.09436329
1089	10.09363469
1090	10.09315681
1091	10.09227264
1092	10.09120437
1093	10.0901506
1094	10.08946728
1095	10.08866734
1096	10.08788091
1097	10.08733003
1098	10.08636669
1099	10.08541092
1100	10.08478993
1101	10.08417413
1102	10.08290133
1103	10.08204899
1104	10.08129826
1105	10.08057463
1106	10.07980116
1107	10.0786107
1108	10.07792346
1109	10.07619209
1110	10.07536078
1111	10.07450572
1112	10.07366173
1113	10.07289469
1114	10.07204917
1115	10.07123705
1116	10.07054756
1117	10.06979458
1118	10.06864896
1119	10.06785225
1120	10.06764269
1121	10.06683335
1122	10.06604312
1123	10.06498078
1124	10.06414018
1125	10.06237853
1126	10.06171495
1127	10.0607031
1128	10.05996195
1129	10.05889234
1130	10.05789696
1131	10.05558822
1132	10.05462045
1133	10.05317908
1134	10.05252782
1135	10.05186708
1136	10.0512325
1137	10.05013856
1138	10.04957897
1139	10.04893551
1140	10.04805338
1141	10.04734798
1142	10.04590942
1143	10.04507771
1144	10.04440739
1145	10.04355598
1146	10.04282475
1147	10.04190888
1148	10.04126353
1149	10.04053632
1150	10.03982444
1151	10.03897124
1152	10.03814001
1153	10.03735521
1154	10.03656791
1155	10.03584771
1156	10.03409998
1157	10.03332047
1158	10.03193554
1159	10.03114081
1160	10.03056161
1161	10.02940872
1162	10.02879546
1163	10.02803269
1164	10.02747992
1165	10.02673421
1166	10.02551819
1167	10.02468199
1168	10.02406704
1169	10.02348533
1170	10.02271726
1171	10.0219197
1172	10.02125309
1173	10.0205945
1174	10.02009772
1175	10.01875686
1176	10.01788049
1177	10.01733908
1178	10.01688489
1179	10.01592565
1180	10.01533435
1181	10.01428031
1182	10.01357919
1183	10.0129271
1184	10.01208423
1185	10.01132054
1186	10.01042388
1187	10.00967024
1188	10.00893968
1189	10.00835534
1190	10.0078769
1191	10.00700905
1192	10.00636951
1193	10.00562994
1194	10.00493734
1195	10.00416117
1196	10.0035783
1197	10.00296733
1198	10.00212713
1199	10.00104537
1200	10.00026785
1201	9.999384592
1202	9.998800745
1203	9.998045519
1204	9.997284969
1205	9.996465014
1206	9.995716284
1207	9.995217218
1208	9.994373559
1209	9.993684038
1210	9.993002549
1211	9.99240814
1212	9.991818264
1213	9.991018239
1214	9.990424063
1215	9.989551887
1216	9.988514101
1217	9.987816794
1218	9.987256172
1219	9.986300406
1220	9.985857819
1221	9.985174039
1222	9.984396335
1223	9.983768362
1224	9.98319415
1225	9.982460954
1226	9.98171645
1227	9.980930035
1228	9.980312045
1229	9.979523761
1230	9.978957748
1231	9.977945951
1232	9.976842567
1233	9.97586293
1234	9.974501342
1235	9.973913574
1236	9.973100497
1237	9.971691005
1238	9.970770364
1239	9.970166179
1240	9.969236593
1241	9.968564702
1242	9.967985741
1243	9.967282067
1244	9.966610045
1245	9.965910501
1246	9.965279249
1247	9.96458384
1248	9.964010284
1249	9.963371161
1250	9.962767585
1251	9.962109
1252	9.961349231
1253	9.960614074
1254	9.960118535
1255	9.959506655
1256	9.958849618
1257	9.958372322
1258	9.957694057
1259	9.957186386
1260	9.956676926
1261	9.955566248
1262	9.954666684
1263	9.953719428
1264	9.951508576
1265	9.950939206
1266	9.949829651
1267	9.948918631
1268	9.948167029
1269	9.9476137
1270	9.947017991
1271	9.946154008
1272	9.945526797
1273	9.944887898
1274	9.944318855
1275	9.943750485
1276	9.943171491
1277	9.942641541
1278	9.941868984
1279	9.941093543
1280	9.940518632
1281	9.939809835
1282	9.939228139
1283	9.93843589
1284	9.937653116
1285	9.93647142
1286	9.935808972
1287	9.935053552
1288	9.934354967
1289	9.933743973
1290	9.933191609
1291	9.932538839
1292	9.931604317
1293	9.931118996
1294	9.930573555
1295	9.929881725
1296	9.929261618
1297	9.928537167
1298	9.927864997
1299	9.927224254
1300	9.92658453
1301	9.925656521
1302	9.924992645
1303	9.924367634
1304	9.923645656
1305	9.92305806
1306	9.922206143
1307	9.921202003
1308	9.920452548
1309	9.920068244
1310	9.919464865
1311	9.918935771
1312	9.918412667
1313	9.917857678
1314	9.916960712
1315	9.916329884
1316	9.915816909
1317	9.915064922
1318	9.914546216
1319	9.91372048
1320	9.912886529
1321	9.912174694
1322	9.911354781
1323	9.910710491
1324	9.910181285
1325	9.909505389
1326	9.909023591
1327	9.908317147
1328	9.907451916
1329	9.906912968
1330	9.906571725
1331	9.905796356
1332	9.905277519
1333	9.904940473
1334	9.903985624
1335	9.903304344
1336	9.90257374
1337	9.901895908
1338	9.900866662
1339	9.900447204
1340	9.899394403
1341	9.898626628
1342	9.897953846
1343	9.897301234
1344	9.896184247
1345	9.895358752
1346	9.89483582
1347	9.894053854
1348	9.893211504
1349	9.892428345
1350	9.89164051
1351	9.891249409
1352	9.890795115
1353	9.889995792
1354	9.889292248
1355	9.888711486
1356	9.88765566
1357	9.886940944
1358	9.886185695
1359	9.885584864
1360	9.885216251
1361	9.884594407
1362	9.883900779
1363	9.88273681
1364	9.88208497
1365	9.88167253
1366	9.881206073
1367	9.880602096
1368	9.880158328
1369	9.879645251
1370	9.87875512
1371	9.878150994
1372	9.877503116
1373	9.876890028
1374	9.876407705
1375	9.875798814
1376	9.875176732
1377	9.874500219
1378	9.873918942
1379	9.873314875
1380	9.872700815
1381	9.871975059
1382	9.871425284
1383	9.8708737
1384	9.87048462
1385	9.869852245
1386	9.869260734
1387	9.868767367
1388	9.868266505
1389	9.867513384
1390	9.866877616
1391	9.866372388
1392	9.865765369
1393	9.865072197
1394	9.864512428
1395	9.863920597
1396	9.863313427
1397	9.862496571
1398	9.861809932
1399	9.86124535
1400	9.86076689
1401	9.860151337
1402	9.859444596
1403	9.858662315
1404	9.85812889
1405	9.857580836
1406	9.856515264
1407	9.855846731
1408	9.854985441
1409	9.854289729
1410	9.853852613
1411	9.853424029
1412	9.852496255
1413	9.851916174
1414	9.851406615
1415	9.850684992
1416	9.849822182
1417	9.849213073
1418	9.848627452
1419	9.848114871
1420	9.847573389
1421	9.847008348
1422	9.846417604
1423	9.845917031
1424	9.845325152
1425	9.844318877
1426	9.843745446
1427	9.843131325
1428	9.842410878
1429	9.84145353
1430	9.840871371
1431	9.840132565
1432	9.839579226
1433	9.838671912
1434	9.838004307
1435	9.837467264
1436	9.836914489
1437	9.836324924
1438	9.835881299
1439	9.835232422
1440	9.834710219
1441	9.83414551
1442	9.833375853
1443	9.831996675
1444	9.831558211
1445	9.831045098
1446	9.830452681
1447	9.829792731
1448	9.829165595
1449	9.828218029
1450	9.827600795
1451	9.826984235
1452	9.826209731
1453	9.825597015
1454	9.825239728
1455	9.824554059
1456	9.822902396
1457	9.822098262
1458	9.821539976
1459	9.820988807
1460	9.820453336
1461	9.819963594
1462	9.819369793
1463	9.818686932
1464	9.818159916
1465	9.817590679
1466	9.816852266
1467	9.816174594
1468	9.815627415
1469	9.815068403
1470	9.813920237
1471	9.813265614
1472	9.812852429
1473	9.812122246
1474	9.811531906
1475	9.810928292
1476	9.810388693
1477	9.809868031
1478	9.809306544
1479	9.808875655
1480	9.808262214
1481	9.807697413
1482	9.806935704
1483	9.806218326
1484	9.805422848
1485	9.804567871
1486	9.803937689
1487	9.803315344
1488	9.802763509
1489	9.802260706
1490	9.801732091
1491	9.801247144
1492	9.800556214
1493	9.800080522
1494	9.799915744
1495	9.799544983
1496	9.798921285
1497	9.798134531
1498	9.797457355
1499	9.796801991
1500	9.795726942
1501	9.795046374
1502	9.794172211
1503	9.793539568
1504	9.792899715
1505	9.791985924
1506	9.791430223
1507	9.790672627
1508	9.790133346
1509	9.789596904
1510	9.789004848
1511	9.78839303
1512	9.787615113
1513	9.786867624
1514	9.78618931
1515	9.785777133
1516	9.785185205
1517	9.784428918
1518	9.783940602
1519	9.783198214
1520	9.782661392
1521	9.782090448
1522	9.781248864
1523	9.780828583
1524	9.780584876
1525	9.779948841
1526	9.779417584
1527	9.778926864
1528	9.77841422
1529	9.777793482
1530	9.776845605
1531	9.776458529
1532	9.775728501
1533	9.775112261
1534	9.774488799
1535	9.774025846
1536	9.773437516
1537	9.77292638
1538	9.772308527
1539	9.771528611
1540	9.771121564
1541	9.77064408
1542	9.770127408
1543	9.769607834
1544	9.769069546
1545	9.768583337
1546	9.768026305
1547	9.767436535
1548	9.766717334
1549	9.765978669
1550	9.765312206
1551	9.764815384
1552	9.764041341
1553	9.763457443
1554	9.762973471
1555	9.762291339
1556	9.761812344
1557	9.761343036
1558	9.760626983
1559	9.760236746
1560	9.759686791
1561	9.758957306
1562	9.757684175
1563	9.75727799
1564	9.756930075
1565	9.756481041
1566	9.756025869
1567	9.755518858
1568	9.7550676
1569	9.754443937
1570	9.753849027
1571	9.7536338
1572	9.752907102
1573	9.752399929
1574	9.751758096
1575	9.751045299
1576	9.750485825
1577	9.750120025
1578	9.749721807
1579	9.749099242
1580	9.748126968
1581	9.747701297
1582	9.746917972
1583	9.746564645
1584	9.745916304
1585	9.745417773
1586	9.744903726
1587	9.744394335
1588	9.743925629
1589	9.743416548
1590	9.74285015
1591	9.742278674
1592	9.741813109
1593	9.741295989
1594	9.74068586
1595	9.740234276
1596	9.739650752
1597	9.739025021
1598	9.738405377
1599	9.737933499
1600	9.736621203
1601	9.736064145
1602	9.735625688
1603	9.735323876
1604	9.734773235
1605	9.734406845
1606	9.733892937
1607	9.73333933
1608	9.732776313
1609	9.732156993
1610	9.731701405
1611	9.731232809
1612	9.73066462
1613	9.730111911
1614	9.729804156
1615	9.72904609
1616	9.728496537
1617	9.727865758
1618	9.727301702
1619	9.726182877
1620	9.725628831
1621	9.7250549
1622	9.724608004
1623	9.724160726
1624	9.723634003
1625	9.723029987
1626	9.722639685
1627	9.72219015
1628	9.72163696
1629	9.721054126
1630	9.720512066
1631	9.71989991
1632	9.719299635
1633	9.71877626
1634	9.718473564
1635	9.718009026
1636	9.717555304
1637	9.71690575
1638	9.716389111
1639	9.715825473
1640	9.715008502
1641	9.714177729
1642	9.71372708
1643	9.713196538
1644	9.712682232
1645	9.712211272
1646	9.71169113
1647	9.711307241
1648	9.710714026
1649	9.710224895
1650	9.709827571
1651	9.709289946
1652	9.708828223
1653	9.708409869
1654	9.707785017
1655	9.707324669
1656	9.70679667
1657	9.706363039
1658	9.705949642
1659	9.705476186
1660	9.705067092
1661	9.704347248
1662	9.703813299
1663	9.703587918
1664	9.703108919
1665	9.70224963
